Totaal;ochtendspits 7 tot 9 uur;2011;Gelderland;1501;47,2
Totaal;ochtendspits 7 tot 9 uur;2012;Gelderland;1335;45
Totaal;ochtendspits 7 tot 9 uur;2013;Gelderland;1444;46,1
Totaal;ochtendspits 7 tot 9 uur;2014;Gelderland;1736;50,1
Totaal;ochtendspits 7 tot 9 uur;2010;Utrecht;1567;52,5
Totaal;ochtendspits 7 tot 9 uur;2011;Utrecht;1494;50,3
Totaal;ochtendspits 7 tot 9 uur;2012;Utrecht;1680;51,5
Totaal;ochtendspits 7 tot 9 uur;2013;Utrecht;1647;55
Totaal;ochtendspits 7 tot 9 uur;2014;Utrecht;1843;59,2
Totaal;ochtendspits 7 tot 9 uur;2010;Noord-Holland;1343;48,9
Totaal;ochtendspits 7 tot 9 uur;2011;Noord-Holland;1479;49,9
Totaal;ochtendspits 7 tot 9 uur;2012;Noord-Holland;1389;50
Totaal;ochtendspits 7 tot 9 uur;2013;Noord-Holland;1272;47
Totaal;ochtendspits 7 tot 9 uur;2014;Noord-Holland;1336;48,8
Totaal;ochtendspits 7 tot 9 uur;2010;Zuid-Holland;1294;47,8
Totaal;ochtendspits 7 tot 9 uur;2011;Zuid-Holland;1414;51,7
Totaal;ochtendspits 7 tot 9 uur;2012;Zuid-Holland;1243;45,6
Totaal;ochtendspits 7 tot 9 uur;2013;Zuid-Holland;1358;50,3
Totaal;ochtendspits 7 tot 9 uur;2014;Zuid-Holland;1236;46,2
Totaal;ochtendspits 7 tot 9 uur;2010;Zeeland;1681;47,6
Totaal;ochtendspits 7 tot 9 uur;2011;Zeeland;1627;40,4
Totaal;ochtendspits 7 tot 9 uur;2012;Zeeland;1518;39,9
Totaal;ochtendspits 7 tot 9 uur;2013;Zeeland;2076;54,4
Totaal;ochtendspits 7 tot 9 uur;2014;Zeeland;1444;41,8
Totaal;ochtendspits 7 tot 9 uur;2010;Noord-Brabant;1384;45,6
Totaal;ochtendspits 7 tot 9 uur;2011;Noord-Brabant;1477;45,9
Totaal;ochtendspits 7 tot 9 uur;2012;Noord-Brabant;1430;45,5
Totaal;ochtendspits 7 tot 9 uur;2013;Noord-Brabant;1456;47,3
Totaal;ochtendspits 7 tot 9 uur;2014;Noord-Brabant;1450;45,1
Totaal;ochtendspits 7 tot 9 uur;2010;Limburg;1407;45,5
Totaal;ochtendspits 7 tot 9 uur;2011;Limburg;1351;39,1
Totaal;ochtendspits 7 tot 9 uur;2012;Limburg;1367;40,4
Totaal;ochtendspits 7 tot 9 uur;2013;Limburg;1398;43,4
Totaal;ochtendspits 7 tot 9 uur;2014;Limburg;1158;40,4
Totaal;9 tot 12 uur;2010;Nederland;1611;58,4
Totaal;9 tot 12 uur;2011;Nederland;1667;57,4
Totaal;9 tot 12 uur;2012;Nederland;1549;56,2
Totaal;9 tot 12 uur;2013;Nederland;1566;57,2
Totaal;9 tot 12 uur;2014;Nederland;1673;59,8
Totaal;9 tot 12 uur;2010;Groningen;2189;61
Totaal;9 tot 12 uur;2011;Groningen;2081;62,9
Totaal;9 tot 12 uur;2012;Groningen;1852;60,8
Totaal;9 tot 12 uur;2013;Groningen;1705;54
Totaal;9 tot 12 uur;2014;Groningen;1779;56,9
Totaal;9 tot 12 uur;2010;Friesland;1772;59,9
Totaal;9 tot 12 uur;2011;Friesland;1598;53
Totaal;9 tot 12 uur;2012;Friesland;1568;52
Totaal;9 tot 12 uur;2013;Friesland;1632;58,6
Totaal;9 tot 12 uur;2014;Friesland;1855;57,8
